Questions,17th/18th Century Philosophy,19th Century Philosophy,20th Century Philosophy,Aesthetics,African/Africana Philosophy,Ancient Greek and Roman Philosophy,Applied Ethics,Asian Philosophy,Continental Philosophy,Decision Theory,Epistemology,Feminist Philosophy,General Philosophy of Science,Logic and Philosophy of Logic,Medieval and Renaissance Philosophy,Meta-Ethics,Metaphilosophy,Metaphysics,Normative Ethics,Philosophy of Action,Philosophy of Biology,Philosophy of Cognitive Science,Philosophy of Computing and Information,"Philosophy of Gender, Race, and Sexuality",Philosophy of Language,Philosophy of Law,Philosophy of Mathematics,Philosophy of Mind,Philosophy of Physical Science,Philosophy of Religion,Philosophy of the Americas,Philosophy of Social Science,Social and Political Philosophy
Sleeping beauty,"Accept or lean towards:one-third: 0.3125
Agnostic/undecided: 0.3125
","Accept or lean towards:one-third: 0.2667
Accept or lean towards:one-half: 0.2667
Agnostic/undecided: 0.2667
","Agnostic/undecided: 0.4091
","Accept or lean towards:one-half: 0.375
Agnostic/undecided: 0.375
",*NA*,"Accept or lean towards:one-third: 0.2857
The question is too unclear to answer: 0.2857
","Agnostic/undecided: 0.3488
","Agnostic/undecided: 0.6667
","The question is too unclear to answer: 0.4545
","Accept or lean towards:one-third: 0.5294
","Agnostic/undecided: 0.4384
","Accept or lean towards:one-half: 0.4
Agnostic/undecided: 0.4
","Accept or lean towards:one-third: 0.3134
Agnostic/undecided: 0.2687
","Agnostic/undecided: 0.3846
",*NA*,"Accept or lean towards:one-third: 0.3818
Agnostic/undecided: 0.3455
","Agnostic/undecided: 0.5714
","Agnostic/undecided: 0.438
","Agnostic/undecided: 0.45
","Agnostic/undecided: 0.3571
","Accept or lean towards:one-third: 0.3333
Agnostic/undecided: 0.3333
","Agnostic/undecided: 0.5128
","Agnostic/undecided: 0.4
","Agnostic/undecided: 0.7778
","Agnostic/undecided: 0.4845
","Agnostic/undecided: 0.4444
","Accept or lean towards:one-third: 0.4118
","Agnostic/undecided: 0.4681
","Accept or lean towards:one-third: 0.4444
","Agnostic/undecided: 0.4722
",*NA*,"Agnostic/undecided: 0.4
","Agnostic/undecided: 0.381
"
Spacetime,"Accept or lean towards:relationism: 0.5541
","Accept or lean towards:relationism: 0.7037
","Accept or lean towards:relationism: 0.4146
","Accept or lean towards:relationism: 0.5143
",*NA*,"Accept or lean towards:relationism: 0.5517
","Accept or lean towards:relationism: 0.5
","Accept or lean towards:relationism: 0.7692
","Accept or lean towards:relationism: 0.7586
","Accept or lean towards:substantivalism: 0.5217
","Accept or lean towards:relationism: 0.3865
","Accept or lean towards:relationism: 0.6667
","Accept or lean towards:relationism: 0.5294
","Accept or lean towards:relationism: 0.3718
Accept or lean towards:substantivalism: 0.359
","Accept or lean towards:relationism: 0.4783
","Accept or lean towards:relationism: 0.4521
","Agnostic/undecided: 0.3611
Accept or lean towards:relationism: 0.3333
","Accept or lean towards:substantivalism: 0.4071
","Accept or lean towards:relationism: 0.475
","Accept or lean towards:relationism: 0.5429
","Accept or lean towards:relationism: 0.5926
","Accept or lean towards:relationism: 0.6038
","Accept or lean towards:relationism: 0.3333
Accept or lean towards:substantivalism: 0.3333
","Accept or lean towards:relationism: 0.7778
","Accept or lean towards:relationism: 0.3934
","Accept or lean towards:relationism: 0.6
","Accept or lean towards:relationism: 0.4483
","Accept or lean towards:relationism: 0.461
","Accept or lean towards:relationism: 0.4773
","Accept or lean towards:substantivalism: 0.4194
Accept or lean towards:relationism: 0.371
",*NA*,"Accept or lean towards:relationism: 0.56
","Accept or lean towards:relationism: 0.5745
"
Statue and lump,"Accept or lean towards:two things: 0.427
","Accept or lean towards:one thing: 0.4
","Accept or lean towards:two things: 0.34
","Accept or lean towards:two things: 0.5088
",*NA*,"Accept or lean towards:two things: 0.4286
","Accept or lean towards:two things: 0.4766
","Accept or lean towards:one thing: 0.5263
","Accept or lean towards:two things: 0.3333
","Accept or lean towards:one thing: 0.3929
","Accept or lean towards:two things: 0.405
","Accept or lean towards:one thing: 0.3056
Accept or lean towards:two things: 0.3056
","Accept or lean towards:one thing: 0.3478
","Accept or lean towards:two things: 0.4646
","Accept or lean towards:two things: 0.4063
","Accept or lean towards:two things: 0.4436
","Accept or lean towards:two things: 0.4906
","Accept or lean towards:two things: 0.4449
","Accept or lean towards:two things: 0.4402
","Accept or lean towards:two things: 0.4133
","Accept or lean towards:one thing: 0.3784
","Accept or lean towards:two things: 0.4253
","Accept or lean towards:two things: 0.5
","Accept or lean towards:two things: 0.4483
","Accept or lean towards:two things: 0.5
","Accept or lean towards:two things: 0.5833
","Accept or lean towards:two things: 0.4412
","Accept or lean towards:two things: 0.4252
","Accept or lean towards:two things: 0.3333
","Accept or lean towards:one thing: 0.4091
Accept or lean towards:two things: 0.3864
",*NA*,"Accept or lean towards:one thing: 0.4667
","Accept or lean towards:two things: 0.453
"
Temporal ontology,"Accept or lean towards:eternalism: 0.3026
Accept or lean towards:growing block: 0.2632
","Accept or lean towards:presentism: 0.2759
Accept or lean towards:growing block: 0.2759
","Accept or lean towards:presentism: 0.2619
","Agnostic/undecided: 0.2857
Accept or lean towards:eternalism: 0.25
",*NA*,"Accept or lean towards:eternalism: 0.3333
","Accept or lean towards:eternalism: 0.322
","Accept or lean towards:presentism: 0.3846
","Accept or lean towards:growing block: 0.3182
","Accept or lean towards:eternalism: 0.7273
","Accept or lean towards:eternalism: 0.372
","Accept or lean towards:eternalism: 0.5833
","Accept or lean towards:eternalism: 0.4239
","Accept or lean towards:eternalism: 0.4524
","Accept or lean towards:presentism: 0.3846
","Accept or lean towards:eternalism: 0.3187
","Accept or lean towards:eternalism: 0.3636
","Accept or lean towards:eternalism: 0.5271
","Accept or lean towards:eternalism: 0.3884
","Accept or lean towards:eternalism: 0.3148
","Accept or lean towards:presentism: 0.28
Accept or lean towards:eternalism: 0.28
Accept or lean towards:growing block: 0.24
","Accept or lean towards:eternalism: 0.3651
","Accept or lean towards:presentism: 0.3846
Accept or lean towards:eternalism: 0.3846
","Accept or lean towards:eternalism: 0.2857
Accept or lean towards:growing block: 0.2857
","Accept or lean towards:eternalism: 0.4345
","Agnostic/undecided: 0.4545
","Accept or lean towards:eternalism: 0.5357
","Accept or lean towards:eternalism: 0.4916
","Accept or lean towards:eternalism: 0.5405
","Accept or lean towards:eternalism: 0.3494
Accept or lean towards:presentism: 0.3253
","Accept or lean towards:growing block: 0.4
Agnostic/undecided: 0.4
","Accept or lean towards:eternalism: 0.375
","Agnostic/undecided: 0.2353
Accept or lean towards:presentism: 0.2206
Accept or lean towards:eternalism: 0.2206
Accept or lean towards:growing block: 0.2206
"
Theory of reference,"Accept or lean towards:causal: 0.4557
","Accept or lean towards:descriptive: 0.3824
Accept or lean towards:causal: 0.3529
","Accept or lean towards:causal: 0.3115
Accept or lean towards:descriptive: 0.2623
Accept or lean towards:deflationary: 0.2623
","Accept or lean towards:causal: 0.4528
",*NA*,"Accept or lean towards:causal: 0.55
","Accept or lean towards:causal: 0.4722
","Accept or lean towards:causal: 0.2857
","Accept or lean towards:descriptive: 0.3438
","Accept or lean towards:causal: 0.4074
","Accept or lean towards:causal: 0.4008
","Accept or lean towards:causal: 0.4545
","Accept or lean towards:causal: 0.4655
","Accept or lean towards:causal: 0.3656
","Accept or lean towards:causal: 0.6957
","Accept or lean towards:causal: 0.3154
Accept or lean towards:descriptive: 0.2846
","Accept or lean towards:causal: 0.2941
Accept or lean towards:descriptive: 0.2549
","Accept or lean towards:causal: 0.5294
","Accept or lean towards:causal: 0.4196
","Accept or lean towards:causal: 0.4762
","Accept or lean towards:causal: 0.5135
","Accept or lean towards:causal: 0.4842
","Accept or lean towards:causal: 0.6667
","Accept or lean towards:causal: 0.5
","Accept or lean towards:causal: 0.4564
","Accept or lean towards:causal: 0.5
","Accept or lean towards:causal: 0.2941
Accept or lean towards:descriptive: 0.2647
","Accept or lean towards:causal: 0.5047
","Accept or lean towards:causal: 0.4595
","Accept or lean towards:causal: 0.5513
","Accept or lean towards:causal: 0.2
Accept or lean towards:deflationary: 0.2
Accept an alternative view: 0.2
There is no fact of the matter: 0.2
Agnostic/undecided: 0.2
","Accept or lean towards:causal: 0.4286
","Accept or lean towards:causal: 0.4091
"
Time travel,"Accept or lean towards:metaphysically impossible: 0.4783
","Accept or lean towards:metaphysically impossible: 0.5641
","Accept or lean towards:metaphysically impossible: 0.4737
","Accept or lean towards:metaphysically impossible: 0.463
",*NA*,"Accept or lean towards:metaphysically impossible: 0.58
","Accept or lean towards:metaphysically impossible: 0.4569
Accept or lean towards:metaphysically possible: 0.431
","Accept or lean towards:metaphysically impossible: 0.5263
","Accept or lean towards:metaphysically impossible: 0.5429
","Accept or lean towards:metaphysically possible: 0.7308
","Accept or lean towards:metaphysically possible: 0.4412
Accept or lean towards:metaphysically impossible: 0.4118
","Accept or lean towards:metaphysically impossible: 0.4444
","Accept or lean towards:metaphysically possible: 0.5431
","Accept or lean towards:metaphysically possible: 0.5625
","Accept or lean towards:metaphysically impossible: 0.6875
","Accept or lean towards:metaphysically impossible: 0.4385
","Accept or lean towards:metaphysically possible: 0.4286
Accept or lean towards:metaphysically impossible: 0.4048
","Accept or lean towards:metaphysically possible: 0.5296
","Accept or lean towards:metaphysically impossible: 0.4667
","Accept or lean towards:metaphysically impossible: 0.5352
","Accept or lean towards:metaphysically possible: 0.5366
","Accept or lean towards:metaphysically possible: 0.439
Accept or lean towards:metaphysically impossible: 0.4146
","Accept or lean towards:metaphysically impossible: 0.4375
","Accept or lean towards:metaphysically impossible: 0.5385
","Accept or lean towards:metaphysically possible: 0.494
","Accept or lean towards:metaphysically impossible: 0.56
","Accept or lean towards:metaphysically possible: 0.5714
","Accept or lean towards:metaphysically possible: 0.433
Accept or lean towards:metaphysically impossible: 0.3866
","Accept or lean towards:metaphysically possible: 0.575
","Accept or lean towards:metaphysically impossible: 0.4902
",*NA*,"Accept or lean towards:metaphysically possible: 0.3929
Accept or lean towards:metaphysically impossible: 0.3571
","Accept or lean towards:metaphysically impossible: 0.4878
"
True contradictions,"Accept or lean towards:impossible: 0.7143
","Accept or lean towards:impossible: 0.3824
","Accept or lean towards:impossible: 0.5161
","Accept or lean towards:impossible: 0.625
",*NA*,"Accept or lean towards:impossible: 0.717
","Accept or lean towards:impossible: 0.6923
","Accept or lean towards:impossible: 0.381
Accept or lean towards:actual: 0.3333
","Accept or lean towards:actual: 0.4667
","Accept or lean towards:impossible: 0.9333
","Accept or lean towards:impossible: 0.7541
","Accept or lean towards:impossible: 0.5161
","Accept or lean towards:impossible: 0.7434
","Accept or lean towards:impossible: 0.6944
","Accept or lean towards:impossible: 0.9333
","Accept or lean towards:impossible: 0.808
","Accept or lean towards:impossible: 0.6809
","Accept or lean towards:impossible: 0.7731
","Accept or lean towards:impossible: 0.7733
","Accept or lean towards:impossible: 0.7538
","Accept or lean towards:impossible: 0.6176
","Accept or lean towards:impossible: 0.6203
","Accept or lean towards:impossible: 0.7857
","Accept or lean towards:impossible: 0.4783
","Accept or lean towards:impossible: 0.7351
","Accept or lean towards:impossible: 0.7308
","Accept or lean towards:impossible: 0.7778
","Accept or lean towards:impossible: 0.7622
","Accept or lean towards:impossible: 0.8158
","Accept or lean towards:impossible: 0.8687
","Agnostic/undecided: 0.7143
","Accept or lean towards:impossible: 0.6667
","Accept or lean towards:impossible: 0.6204
"
Units of selection,"Accept or lean towards:genes: 0.459
Accept or lean towards:organisms: 0.4262
","Accept or lean towards:organisms: 0.5313
","Accept or lean towards:organisms: 0.54
","Accept or lean towards:organisms: 0.4737
",*NA*,"Accept or lean towards:organisms: 0.5135
","Accept or lean towards:organisms: 0.5269
","Accept or lean towards:genes: 0.4286
Accept or lean towards:organisms: 0.4286
","Accept or lean towards:organisms: 0.4737
","Accept or lean towards:genes: 0.6471
","Accept or lean towards:genes: 0.4662
","Accept or lean towards:organisms: 0.5
","Accept or lean towards:genes: 0.4397
","Accept or lean towards:genes: 0.449
","Accept or lean towards:organisms: 0.7273
","Accept or lean towards:genes: 0.5158
","Accept or lean towards:genes: 0.5152
","Accept or lean towards:organisms: 0.4267
Accept or lean towards:genes: 0.4133
","Accept or lean towards:genes: 0.4769
","Accept or lean towards:organisms: 0.4681
","Accept or lean towards:organisms: 0.5102
Accept or lean towards:genes: 0.4694
","Accept or lean towards:genes: 0.5161
","Accept or lean towards:genes: 0.5714
","Accept or lean towards:genes: 0.4
","Accept or lean towards:genes: 0.4949
Accept or lean towards:organisms: 0.4545
","Accept or lean towards:genes: 0.4737
Accept or lean towards:organisms: 0.4737
","Accept or lean towards:genes: 0.45
Accept or lean towards:organisms: 0.4
","Accept or lean towards:organisms: 0.5135
","Accept or lean towards:genes: 0.4615
Accept or lean towards:organisms: 0.4615
","Accept or lean towards:organisms: 0.3729
Accept or lean towards:genes: 0.339
",*NA*,"Accept or lean towards:organisms: 0.5714
","Accept or lean towards:organisms: 0.4124
Accept or lean towards:genes: 0.3918
"
Values in science,"Accept or lean towards:necessarily value-laden: 0.5149
","Accept or lean towards:necessarily value-laden: 0.525
","Accept or lean towards:necessarily value-laden: 0.4688
","Accept or lean towards:necessarily value-laden: 0.4444
",*NA*,"Accept or lean towards:necessarily value-laden: 0.5472
","Accept or lean towards:necessarily value-laden: 0.6048
","Accept or lean towards:necessarily value-laden: 0.5714
","Accept or lean towards:necessarily value-laden: 0.675
","Accept or lean towards:can be either: 0.4
","Accept or lean towards:necessarily value-laden: 0.3876
","Accept or lean towards:necessarily value-laden: 0.7391
","Accept or lean towards:necessarily value-laden: 0.4809
","Accept or lean towards:necessarily value-laden: 0.3605
Accept or lean towards:can be either: 0.3256
","Accept or lean towards:necessarily value-laden: 0.5862
","Accept or lean towards:necessarily value-laden: 0.4567
","Accept or lean towards:necessarily value-laden: 0.4423
","Accept or lean towards:can be either: 0.3519
Accept or lean towards:necessarily value-laden: 0.3391
","Accept or lean towards:necessarily value-laden: 0.4973
","Accept or lean towards:necessarily value-laden: 0.5224
","Accept or lean towards:necessarily value-laden: 0.5532
","Accept or lean towards:necessarily value-laden: 0.413
","Accept or lean towards:necessarily value-laden: 0.5625
","Accept or lean towards:necessarily value-laden: 0.7778
","Accept or lean towards:can be either: 0.3846
","Accept or lean towards:necessarily value-laden: 0.5
","Accept or lean towards:necessarily value-laden: 0.3636
Accept or lean towards:necessarily value-free: 0.3333
","Accept or lean towards:necessarily value-laden: 0.3622
Accept or lean towards:can be either: 0.3316
","Accept or lean towards:necessarily value-laden: 0.3333
Accept or lean towards:can be either: 0.3333
","Accept or lean towards:necessarily value-laden: 0.4
","Accept or lean towards:necessarily value-laden: 0.7143
","Accept or lean towards:necessarily value-laden: 0.5122
","Accept or lean towards:necessarily value-laden: 0.5468
"
Well-being,"Accept or lean towards:objective list: 0.5789
","Accept or lean towards:objective list: 0.4444
","Accept or lean towards:objective list: 0.4583
","Accept or lean towards:objective list: 0.5254
",*NA*,"Accept or lean towards:objective list: 0.6786
","Accept or lean towards:objective list: 0.5918
","Accept or lean towards:objective list: 0.6364
","Accept or lean towards:objective list: 0.3182
","Accept or lean towards:objective list: 0.3333
Accept or lean towards:desire satisfaction: 0.303
","Accept or lean towards:objective list: 0.5208
","Accept or lean towards:objective list: 0.7179
","Accept or lean towards:objective list: 0.4
","Accept or lean towards:objective list: 0.4342
","Accept or lean towards:objective list: 0.7931
","Accept or lean towards:objective list: 0.5921
","Accept or lean towards:objective list: 0.4545
","Accept or lean towards:objective list: 0.615
","Accept or lean towards:objective list: 0.6352
","Accept or lean towards:objective list: 0.7297
","Accept or lean towards:objective list: 0.4878
","Accept or lean towards:objective list: 0.3933
","Accept or lean towards:objective list: 0.5333
","Accept or lean towards:objective list: 0.5185
","Accept or lean towards:objective list: 0.5306
","Accept or lean towards:objective list: 0.7027
","Accept or lean towards:objective list: 0.2917
Agnostic/undecided: 0.25
","Accept or lean towards:objective list: 0.474
","Accept or lean towards:objective list: 0.4231
","Accept or lean towards:objective list: 0.7553
","Accept or lean towards:hedonism/experientialism: 0.4
","Accept or lean towards:objective list: 0.3902
","Accept or lean towards:objective list: 0.6242
"
